320,26,
321,41,
322,53,
323,32,
324,21,
325,35,
326,39,
327,59,
328,21,
329,44,
330,39,
331,31,
332,40,
333,47,
334,45,
335,48,
336,27,
337,50,
338,44,
339,38,
340,20,
341,44,
342,42,
343,49,
344,56,
345,21,
346,50,
347,24,
348,32,
349,32,
350,52,
351,30,
352,45,
353,45,
354,42,
355,39,
356,20,
357,22,
358,38,
359,53,
360,38,
361,50,
362,24,
363,50,
364,29,
365,41,
366,39,
367,36,
368,32,
369,55,
370,54,
371,24,
372,39,
373,29,
374,53,
375,36,
376,30,
377,35,
378,40,
379,42,
380,39,
381,24,
382,53,
383,25,
384,41,
385,27,
386,44,
387,33,
388,21,
389,54,
390,26,
391,39,
392,44,
393,22,
394,22,
395,46,
396,44,
397,41,
398,22,
399,48,
400,28,
401,49,
402,52,
403,48,
404,58,
405,38,
406,56,
407,28,
408,53,
409,28,
410,43,
411,33,
412,33,
413,28,
414,30,
415,54,
416,27,
417,46,
418,28,
419,29,
420,40,
421,26,
422,48,
423,57,
424,29,
425,50,
426,43,
427,53,
428,23,
429,37,
430,33,
431,32,
432,26,
433,25,
434,52,
435,56,
436,35,
437,48,
438,57,
439,29,
440,56,
441,40,
442,34,
443,21,
444,40,
445,44,
446,48,
447,47,
448,30,
449,48,
450,56,
451,42,
452,54,
453,37,
454,39,
455,23,
456,59,
457,22,
458,48,
459,23,
460,40,
461,21,
462,27,
463,38,
464,59,
465,51,
466,35,
467,34,
468,39,
469,32,
470,35,
471,27,
472,44,
473,49,
474,29,
475,24,
476,25,
477,49,
478,43,
479,35,
480,37,
481,40,
482,58,
483,31,
484,49,
485,29,
486,27,
487,48,
488,32,
489,55,
490,43,
491,44,
492,49,
493,50,
494,22,
495,40,
496,41,
497,29,
498,46,
499,52,
500,41,
501,22,
502,20,
503,57,
504,43,
505,21,
506,21,
507,49,
508,50,
509,45,
510,56,
511,27,
512,57,
513,54,
514,30,
515,46,
516,24,
517,37,
518,34,
519,28,
520,25,
521,58,
522,52,
523,46,
524,40,
525,46,
526,26,
527,54,
528,56,
529,52,
530,38,
531,29,
532,46,
533,30,
534,27,
535,30,
536,31,
537,20,
538,51,
539,53,
540,37,
541,47,
542,52,
543,26,
544,34,
545,55,
546,52,
547,30,
548,32,
549,59,
550,30,
551,29,
552,49,
553,54,
554,55,
555,21,
556,40,
557,53,
558,47,
559,28,
560,38,
561,26,
562,30,
563,24,
564,36,
565,37,
566,26,
567,40,
568,29,
569,57,
570,25,
571,39,
572,37,
573,58,
574,45,
575,43,
576,53,
577,38,
578,53,
579,57,
580,29,
581,23,
582,27,
583,58,
584,57,
585,54,
586,51,
587,29,
588,40,
589,39,
590,38,
591,58,
592,45,
593,48,
594,54,
595,53,
596,57,
597,21,
598,33,
599,58,
600,50,
601,39,
602,37,
603,59,
604,29,
605,23,
606,42,
607,54,
608,33,
609,27,
610,51,
611,42,
612,22,
613,50,
614,32,
615,51,
616,37,
617,55,
618,21,
619,57,
620,34,
621,31,
622,47,
623,51,
624,51,
625,41,
626,37,
627,40,
628,34,
629,50,
630,38,
631,25,
632,21,
633,56,
634,56,
635,22,
636,51,
637,39,
638,56,
639,24,
640,38,
641,40,
642,38,
643,41,
644,30,
645,42,
646,32,
647,39,
648,37,
649,25,
650,36,
651,44,
652,36,
653,23,
654,27,
655,59,
656,37,
657,44,
658,39,
659,51,
660,27,
661,50,
662,56,
663,20,
664,38,
665,45,
666,23,
667,29,
668,24,
669,51,
670,25,
671,34,
672,31,
673,35,
674,55,
675,34,
676,49,
677,28,
678,53,
679,58,
680,25,
681,22,
682,42,
683,42,
684,57,
685,50,
686,33,
687,34,
688,26,
689,53,
690,26,
691,33,
692,43,
693,54,
694,34,
695,53,
696,39,
697,37,
698,22,
699,35,
700,28,
701,59,
702,50,
703,32,
704,34,
705,37,
706,46,
707,55,
708,37,
709,31,
710,53,
711,43,
712,33,
713,28,
714,25,
715,31,
716,50,
717,38,
718,37,
719,56,
720,23,
721,35,
722,30,
723,38,
724,30,
725,44,
726,31,
727,41,
728,53,
729,25,
730,49,
731,53,
732,24,
733,31,
734,25,
735,30,
736,48,
737,43,
738,25,
739,26,
740,55,
741,59,
742,49,
743,20,
744,27,
745,46,
746,23,
747,57,
748,56,
749,41,
750,45,
751,20,
752,56,
753,55,
754,30,
755,58,
756,31,
757,42,
758,32,
759,56,
760,39,
761,21,
762,50,
763,44,
764,32,
765,47,
766,54,
767,20,
768,23,
769,52,
770,58,
771,50,
772,43,
773,47,
774,50,
775,50,
776,33,
777,54,
778,39,
779,22,
780,27,
781,24,
782,22,
783,55,
784,52,
785,24,
786,54,
787,23,
788,38,
789,26,
790,20,
791,58,
792,59,
793,42,
794,42,
795,23,
796,21,
797,28,
798,23,
799,24,
800,52,
801,22,
802,54,
803,35,
804,41,
805,37,
806,25,
807,47,
808,31,
809,36,
810,49,
811,38,
812,41,
813,43,
814,33,
815,33,
816,47,
817,59,
818,28,
819,26,
820,57,
821,20,
822,24,
823,48,
824,34,
825,38,
826,51,
827,36,
828,38,
829,55,
830,32,
831,31,
832,49,
833,59,
834,46,
835,30,
836,36,
837,44,
838,49,
839,39,
840,20,
841,38,
842,49,
843,33,
844,21,
845,54,
846,38,
847,49,
848,46,
849,47,
850,47,
851,43,
852,47,
853,51,
854,32,
855,22,
856,21,
857,55,
858,30,
859,39,
860,50,
861,34,
862,50,
863,31,
864,33,
865,37,
866,34,
867,41,
868,21,
869,23,
870,20,
871,53,
872,42,
873,41,
874,27,
875,35,
876,36,
877,45,
878,24,
879,22,
880,32,
881,51,
882,37,
883,52,
884,34,
885,41,
886,46,
887,35,
888,37,
889,48,
890,55,
891,59,
892,22,
893,37,
894,23,
895,36,
896,54,
897,37,
898,49,
899,47,
900,32,
901,42,
902,41,
903,46,
904,23,
905,40,
906,22,
907,31,
908,25,
909,26,
910,25,
911,30,
912,50,
913,43,
914,54,
915,56,
916,56,
917,40,
918,32,
919,25,
920,28,
921,59,
922,25,
923,30,
924,36,
925,20,
926,38,
927,23,
928,37,
929,28,
930,42,
931,41,
932,50,
933,55,
934,28,
935,45,
936,35,
937,30,
938,57,
939,33,
940,28,
941,22,
942,43,
943,50,
944,37,
945,37,
946,47,
947,26,
948,49,
949,51,
950,31,
951,49,
952,50,
953,28,
954,59,
955,58,
956,28,
957,30,
958,53,
959,37,
960,30,
961,36,
962,59,
963,52,
964,31,
965,27,
966,37,
967,39,
968,37,
969,26,
970,52,
971,37,
972,21,
973,35,
974,28,
975,38,
976,44,
977,55,
978,36,
979,25,
980,46,
981,48,
982,54,
983,28,
984,48,
985,53,
986,58,
987,57,
988,55,
989,52,
990,34,
991,25,
992,20,
993,25,
994,57,
995,23,
996,32,
997,27,
998,42,
999,41,
